datetime,co,no,no2,so2,serial_number
2021-12-10 16:00:00,0.42,12.01,43.08,1.89,DCC-AQ1
2021-12-10 17:00:00,0.36,9.75,41.0,1.2,DCC-AQ1
2021-12-10 18:00:00,0.37,7.35,39.64,0.79,DCC-AQ1
2021-12-10 19:00:00,0.35,5.03,33.58,0.63,DCC-AQ1
2021-12-10 20:00:00,0.35,2.39,27.45,0.51,DCC-AQ1
2021-12-10 21:00:00,0.36,2.49,25.56,0.78,DCC-AQ1
2021-12-10 22:00:00,0.31,1.13,17.19,0.63,DCC-AQ1
2021-12-10 23:00:00,0.27,1.31,13.05,0.49,DCC-AQ1
2021-12-11 00:00:00,0.27,1.82,13.4,0.41,DCC-AQ1
2021-12-11 01:00:00,0.25,1.1,10.84,0.22,DCC-AQ1
2021-12-11 02:00:00,0.24,0.43,7.3,0.13,DCC-AQ1
2021-12-11 03:00:00,0.26,0.67,15.63,0.02,DCC-AQ1
2021-12-11 04:00:00,0.33,7.2,44.68,0.32,DCC-AQ1
2021-12-11 05:00:00,0.24,1.22,20.36,0.16,DCC-AQ1
2021-12-11 06:00:00,0.36,16.56,51.57,0.77,DCC-AQ1
2021-12-11 07:00:00,0.36,48.05,68.47,1.88,DCC-AQ1
2021-12-11 08:00:00,0.4,72.44,66.97,2.83,DCC-AQ1
2021-12-11 09:00:00,0.48,43.06,69.61,1.38,DCC-AQ1
2021-12-11 10:00:00,0.45,62.21,52.33,2.42,DCC-AQ1
2021-12-11 11:00:00,0.24,2.78,16.34,-0.42,DCC-AQ1
2021-12-11 12:00:00,0.24,2.22,11.91,-0.36,DCC-AQ1
2021-12-11 13:00:00,0.24,2.92,13.65,-0.39,DCC-AQ1
2021-12-11 14:00:00,0.24,3.61,14.69,-0.33,DCC-AQ1
2021-12-11 15:00:00,0.24,2.69,15.45,-0.44,DCC-AQ1
2021-12-11 16:00:00,0.24,1.42,12.78,-0.35,DCC-AQ1
2021-12-11 17:00:00,0.24,1.81,16.0,-0.36,DCC-AQ1
2021-12-11 18:00:00,0.27,2.14,15.21,-0.23,DCC-AQ1
2021-12-11 19:00:00,0.24,2.19,19.03,-0.48,DCC-AQ1
2021-12-11 20:00:00,0.33,1.66,23.93,-0.51,DCC-AQ1
2021-12-11 21:00:00,0.32,0.79,19.96,-0.84,DCC-AQ1
2021-12-11 22:00:00,0.24,0.75,12.53,-0.65,DCC-AQ1
2021-12-26 22:00:00,0.73,19.58,53.78,1.39,DCC-AQ1
2021-12-26 23:00:00,0.92,10.89,48.77,1.43,DCC-AQ1
2021-12-27 00:00:00,0.69,2.97,33.39,0.9,DCC-AQ1
2021-12-27 01:00:00,0.55,2.18,27.48,0.41,DCC-AQ1
2021-12-27 02:00:00,0.6,7.72,38.81,0.82,DCC-AQ1
2021-12-27 03:00:00,0.6,15.98,39.54,1.45,DCC-AQ1
2021-12-27 04:00:00,0.66,15.17,32.49,1.58,DCC-AQ1
2021-12-27 05:00:00,0.56,14.61,37.93,1.59,DCC-AQ1
2021-12-27 06:00:00,0.59,76.27,53.23,3.62,DCC-AQ1
2021-12-27 07:00:00,0.43,18.44,40.48,2.18,DCC-AQ1
2021-12-27 08:00:00,0.42,4.31,41.67,1.16,DCC-AQ1
2021-12-27 09:00:00,0.38,1.02,20.92,0.95,DCC-AQ1
2021-12-27 10:00:00,0.35,0.51,10.79,1.13,DCC-AQ1
2021-12-27 11:00:00,0.34,0.41,12.0,0.94,DCC-AQ1
2021-12-27 12:00:00,0.35,1.24,9.87,1.01,DCC-AQ1
2021-12-27 13:00:00,0.34,1.23,12.66,0.98,DCC-AQ1
2021-12-27 14:00:00,0.39,17.07,39.4,1.6,DCC-AQ1
2021-12-27 15:00:00,0.35,1.38,21.98,1.23,DCC-AQ1
2021-12-27 16:00:00,0.35,1.19,17.84,1.13,DCC-AQ1
2021-12-27 17:00:00,0.35,1.95,25.84,1.18,DCC-AQ1
2021-12-27 18:00:00,0.35,2.01,26.37,1.21,DCC-AQ1
2021-12-27 19:00:00,0.35,1.34,24.52,1.24,DCC-AQ1
2021-12-27 20:00:00,0.38,1.25,23.62,0.96,DCC-AQ1
2021-12-27 21:00:00,0.44,2.92,32.78,1.23,DCC-AQ1
2021-12-27 22:00:00,0.38,1.3,19.83,1.09,DCC-AQ1
2021-12-27 23:00:00,0.39,1.52,23.78,1.13,DCC-AQ1
2021-12-28 00:00:00,0.38,0.56,20.04,0.95,DCC-AQ1
2021-12-28 01:00:00,0.35,0.19,15.33,0.99,DCC-AQ1
2021-12-28 02:00:00,0.35,-0.06,13.48,0.99,DCC-AQ1
2021-12-28 03:00:00,0.35,0.38,17.69,1.22,DCC-AQ1
2021-12-28 04:00:00,0.33,0.58,12.8,1.2,DCC-AQ1
2021-12-28 05:00:00,0.35,1.7,17.17,1.06,DCC-AQ1
2021-12-28 06:00:00,0.3,2.1,10.94,1.08,DCC-AQ1
2021-12-28 07:00:00,0.35,2.04,10.37,0.95,DCC-AQ1
2021-12-28 08:00:00,0.34,2.37,10.61,0.85,DCC-AQ1
2021-12-28 09:00:00,0.29,1.89,10.21,0.67,DCC-AQ1
2021-12-28 10:00:00,0.28,2.21,13.62,0.63,DCC-AQ1
2021-12-28 11:00:00,0.28,4.69,17.24,0.56,DCC-AQ1
2021-12-28 12:00:00,0.32,5.0,17.43,0.69,DCC-AQ1
2021-12-28 13:00:00,0.3,3.98,16.57,0.48,DCC-AQ1
2021-12-28 14:00:00,0.31,2.85,15.6,0.45,DCC-AQ1
2021-12-28 15:00:00,0.34,2.5,17.84,0.3,DCC-AQ1
2021-12-28 16:00:00,0.35,1.65,14.88,0.26,DCC-AQ1
2021-12-28 17:00:00,0.35,1.63,17.71,0.23,DCC-AQ1
2021-12-28 18:00:00,0.45,4.58,36.15,0.58,DCC-AQ1
2021-12-28 19:00:00,0.64,12.89,47.58,0.95,DCC-AQ1
2021-12-28 20:00:00,0.8,38.86,55.96,1.94,DCC-AQ1
2021-12-28 21:00:00,1.06,70.15,60.98,3.42,DCC-AQ1
2021-12-28 22:00:00,1.14,63.97,60.82,3.75,DCC-AQ1
2021-12-28 23:00:00,0.82,15.63,52.76,2.2,DCC-AQ1
2021-12-29 00:00:00,0.52,1.42,24.64,1.14,DCC-AQ1
2021-12-29 01:00:00,0.37,0.79,14.35,0.65,DCC-AQ1
2021-12-29 02:00:00,0.29,-0.06,6.88,0.74,DCC-AQ1
2021-12-29 03:00:00,0.24,-0.21,2.66,0.69,DCC-AQ1
2021-12-29 04:00:00,0.24,-0.37,3.28,0.67,DCC-AQ1
2021-12-29 05:00:00,0.26,-0.13,7.46,0.82,DCC-AQ1
2021-12-29 06:00:00,0.26,0.16,7.61,0.89,DCC-AQ1
2021-12-29 07:00:00,0.28,0.77,9.06,0.95,DCC-AQ1
2021-12-29 08:00:00,0.24,0.49,2.04,0.91,DCC-AQ1
2021-12-29 09:00:00,0.24,0.04,3.82,0.82,DCC-AQ1
2021-12-29 10:00:00,0.24,0.31,4.41,0.57,DCC-AQ1
2021-12-29 11:00:00,0.24,0.74,4.41,0.45,DCC-AQ1
2021-12-29 12:00:00,0.24,0.99,5.85,0.53,DCC-AQ1
2021-12-29 13:00:00,0.24,1.05,6.55,0.44,DCC-AQ1
2021-12-29 14:00:00,0.24,0.73,7.05,0.35,DCC-AQ1
2021-12-29 15:00:00,0.24,0.61,9.65,0.26,DCC-AQ1
2021-12-29 16:00:00,0.33,1.36,18.56,0.39,DCC-AQ1
2021-12-29 17:00:00,0.35,1.39,20.67,0.33,DCC-AQ1
2021-12-29 18:00:00,0.25,0.52,12.45,0.1,DCC-AQ1
2021-12-29 19:00:00,0.25,0.56,12.67,0.26,DCC-AQ1
2021-12-29 20:00:00,0.3,1.7,14.09,0.28,DCC-AQ1
2021-12-29 21:00:00,0.31,0.41,12.12,0.14,DCC-AQ1
2021-12-29 22:00:00,0.24,0.18,4.04,0.11,DCC-AQ1
2021-12-29 23:00:00,0.3,-0.01,1.44,0.15,DCC-AQ1
2021-12-30 00:00:00,0.31,-0.24,-0.14,0.15,DCC-AQ1
2021-12-30 01:00:00,0.29,-0.28,-0.6,0.1,DCC-AQ1
2021-12-30 02:00:00,0.24,-0.48,-0.7,0.07,DCC-AQ1
2021-12-30 03:00:00,0.24,-0.26,-1.03,0.04,DCC-AQ1
2021-12-30 04:00:00,0.26,-0.4,-1.03,-0.04,DCC-AQ1
2021-12-30 05:00:00,0.24,-0.13,0.04,-0.12,DCC-AQ1
2021-12-30 06:00:00,0.24,0.16,1.79,-0.11,DCC-AQ1
2021-12-30 07:00:00,0.28,1.95,15.65,-0.12,DCC-AQ1
2021-12-30 08:00:00,0.29,1.67,14.48,-0.09,DCC-AQ1
2021-12-30 09:00:00,0.31,1.89,14.06,-0.28,DCC-AQ1
2021-12-30 10:00:00,0.32,0.79,8.36,-0.32,DCC-AQ1
2021-12-30 11:00:00,0.35,1.68,11.53,-0.32,DCC-AQ1
2021-12-30 12:00:00,0.35,2.01,16.92,-0.26,DCC-AQ1
2021-12-30 13:00:00,0.36,1.96,22.39,-0.25,DCC-AQ1
2021-12-30 14:00:00,0.47,5.34,42.25,-0.11,DCC-AQ1
2021-12-30 15:00:00,0.59,16.72,57.62,0.44,DCC-AQ1
2021-12-30 16:00:00,0.63,27.85,61.85,0.88,DCC-AQ1
2021-12-30 17:00:00,0.58,7.11,46.11,0.25,DCC-AQ1
2021-12-30 18:00:00,0.73,23.02,48.2,0.73,DCC-AQ1
2021-12-30 19:00:00,0.51,8.29,32.67,0.31,DCC-AQ1
2021-12-30 20:00:00,0.35,1.3,11.89,-0.04,DCC-AQ1
2021-12-30 21:00:00,0.35,0.42,6.96,-0.18,DCC-AQ1
2021-12-30 22:00:00,0.35,0.06,3.14,-0.22,DCC-AQ1
2021-12-30 23:00:00,0.35,0.06,2.02,-0.19,DCC-AQ1
2021-12-31 00:00:00,0.35,-0.13,0.45,-0.18,DCC-AQ1
2021-12-31 01:00:00,0.34,-0.24,-0.34,-0.21,DCC-AQ1
2021-12-31 02:00:00,0.34,-0.18,-0.76,-0.2,DCC-AQ1
2021-12-31 03:00:00,0.35,-0.35,-0.76,-0.26,DCC-AQ1
2021-12-31 04:00:00,0.35,-0.1,-0.29,-0.3,DCC-AQ1
2021-12-31 05:00:00,0.35,-0.19,2.16,-0.14,DCC-AQ1
2021-12-31 06:00:00,0.34,0.09,3.77,-0.35,DCC-AQ1
2021-12-31 07:00:00,0.35,0.24,3.97,-0.35,DCC-AQ1
2021-12-31 08:00:00,0.34,0.24,3.17,-0.35,DCC-AQ1
2021-12-31 09:00:00,0.35,0.28,3.02,-0.46,DCC-AQ1
2021-12-31 10:00:00,0.35,0.54,5.38,-0.69,DCC-AQ1
2021-12-31 11:00:00,0.36,1.57,11.37,-0.64,DCC-AQ1
2021-12-31 12:00:00,0.35,1.35,8.11,-0.77,DCC-AQ1
2021-12-31 13:00:00,0.35,1.34,8.7,-0.67,DCC-AQ1
2021-12-31 14:00:00,0.35,1.85,13.35,-0.6,DCC-AQ1
2021-12-31 15:00:00,0.36,1.39,11.23,-0.72,DCC-AQ1
2021-12-31 16:00:00,0.35,0.87,9.18,-0.7,DCC-AQ1
2021-12-31 17:00:00,0.35,0.85,13.3,-0.72,DCC-AQ1
2021-12-31 18:00:00,0.36,1.16,10.57,-0.79,DCC-AQ1
2021-12-31 19:00:00,0.37,1.23,14.3,-0.67,DCC-AQ1
2021-12-31 20:00:00,0.36,0.84,9.94,-0.71,DCC-AQ1
2021-12-31 21:00:00,0.36,0.51,9.76,-0.61,DCC-AQ1
2021-12-31 22:00:00,0.35,0.55,7.44,-0.72,DCC-AQ1
2021-12-31 23:00:00,0.35,0.13,5.13,-0.58,DCC-AQ1
2022-01-01 00:00:00,0.35,0.14,5.16,-0.49,DCC-AQ1
2022-01-01 01:00:00,0.35,0.14,4.82,-0.3,DCC-AQ1
2022-01-01 02:00:00,0.35,0.02,1.38,-0.3,DCC-AQ1
2022-01-01 03:00:00,0.35,0.04,0.4,-0.33,DCC-AQ1
2022-01-01 04:00:00,0.35,0.07,-0.09,-0.16,DCC-AQ1
2022-01-01 05:00:00,0.35,-0.03,-0.22,-0.09,DCC-AQ1
2022-01-01 06:00:00,0.35,-0.11,-0.1,-0.13,DCC-AQ1
2022-01-01 07:00:00,0.35,-0.05,0.01,-0.28,DCC-AQ1
2022-01-01 08:00:00,0.35,0.03,0.43,-0.34,DCC-AQ1
2022-01-01 09:00:00,0.35,-0.05,0.71,-0.35,DCC-AQ1
2022-01-01 10:00:00,0.35,0.34,1.29,-0.42,DCC-AQ1
2022-01-01 11:00:00,0.35,0.45,1.23,-0.4,DCC-AQ1
2022-01-01 12:00:00,0.35,0.21,1.5,-0.32,DCC-AQ1
2022-01-01 13:00:00,0.35,0.31,1.89,-0.5,DCC-AQ1
2022-01-01 14:00:00,0.35,0.43,2.25,-0.4,DCC-AQ1
2022-01-01 15:00:00,0.35,0.45,3.09,-0.24,DCC-AQ1
2022-01-01 16:00:00,0.35,0.16,2.62,-0.42,DCC-AQ1
2022-01-01 17:00:00,0.35,0.19,3.44,-0.42,DCC-AQ1
2022-01-01 18:00:00,0.35,0.51,3.93,-0.43,DCC-AQ1
2022-01-01 19:00:00,0.35,0.33,5.28,-0.24,DCC-AQ1
2022-01-01 20:00:00,0.35,0.51,8.89,-0.49,DCC-AQ1
2022-01-01 21:00:00,0.37,0.3,8.04,-0.44,DCC-AQ1
2022-01-01 22:00:00,0.35,0.22,5.42,-0.38,DCC-AQ1
2022-01-01 23:00:00,0.35,0.46,5.09,-0.34,DCC-AQ1
2022-01-02 00:00:00,0.35,-0.02,2.18,-0.23,DCC-AQ1
2022-01-02 01:00:00,0.35,-0.09,0.63,-0.28,DCC-AQ1
2022-01-02 02:00:00,0.35,-0.14,0.2,-0.29,DCC-AQ1
2022-01-02 03:00:00,0.35,-0.44,-0.09,-0.36,DCC-AQ1
2022-01-02 04:00:00,0.35,-0.18,0.4,-0.33,DCC-AQ1
2022-01-02 05:00:00,0.35,-0.26,-0.01,-0.26,DCC-AQ1
2022-01-02 06:00:00,0.35,-0.06,-0.33,-0.3,DCC-AQ1
2022-01-02 07:00:00,0.35,-0.06,0.39,-0.01,DCC-AQ1
2022-01-02 08:00:00,0.35,0.08,1.43,-0.09,DCC-AQ1
2022-01-02 09:00:00,0.35,0.28,1.56,-0.06,DCC-AQ1
2022-01-02 10:00:00,0.35,0.16,2.11,-0.07,DCC-AQ1
2022-01-02 11:00:00,0.35,0.29,3.26,-0.08,DCC-AQ1
2022-01-02 12:00:00,0.35,0.5,3.05,-0.05,DCC-AQ1
2022-01-02 13:00:00,0.35,0.74,3.58,-0.02,DCC-AQ1
2022-01-02 14:00:00,0.35,0.4,3.67,0.03,DCC-AQ1
2022-01-02 15:00:00,0.35,0.41,4.89,-0.11,DCC-AQ1
2022-01-02 16:00:00,0.35,0.38,4.07,-0.04,DCC-AQ1
2022-01-02 17:00:00,0.35,0.03,3.76,-0.12,DCC-AQ1
2022-01-02 18:00:00,0.35,0.55,4.01,-0.07,DCC-AQ1
2022-01-02 19:00:00,0.35,0.35,3.72,-0.1,DCC-AQ1
2022-01-02 20:00:00,0.35,0.27,2.85,-0.04,DCC-AQ1
2022-01-02 21:00:00,0.35,0.13,2.82,0.0,DCC-AQ1
2022-01-02 22:00:00,0.35,0.05,1.58,-0.04,DCC-AQ1
2022-01-02 23:00:00,0.35,0.02,-0.05,-0.12,DCC-AQ1
2022-01-03 00:00:00,0.35,-0.13,-0.26,-0.03,DCC-AQ1
2022-01-03 01:00:00,0.35,-0.09,-1.16,-0.03,DCC-AQ1
2022-01-03 02:00:00,0.32,-0.09,-1.34,-0.12,DCC-AQ1
2022-01-03 03:00:00,0.32,-0.23,-1.48,-0.08,DCC-AQ1
2022-01-03 04:00:00,0.32,-0.07,-1.28,-0.14,DCC-AQ1
2022-01-03 05:00:00,0.33,-0.11,-0.49,-0.02,DCC-AQ1
2022-01-03 06:00:00,0.33,0.31,0.83,0.01,DCC-AQ1
2022-01-03 07:00:00,0.33,0.22,1.05,0.09,DCC-AQ1
2022-01-03 08:00:00,0.35,0.27,2.11,-0.08,DCC-AQ1
2022-01-03 09:00:00,0.28,0.1,2.05,-0.04,DCC-AQ1
2022-01-03 10:00:00,0.31,0.29,2.83,0.07,DCC-AQ1
2022-01-03 11:00:00,0.35,0.59,3.14,-0.26,DCC-AQ1
2022-01-03 12:00:00,0.35,0.61,3.51,-0.01,DCC-AQ1
2022-01-03 13:00:00,0.35,0.95,7.5,0.1,DCC-AQ1
2022-01-03 14:00:00,0.35,1.31,7.76,0.09,DCC-AQ1
2022-01-03 15:00:00,0.35,0.72,8.2,0.09,DCC-AQ1
2022-01-03 16:00:00,0.34,0.65,10.03,0.24,DCC-AQ1
2022-01-03 17:00:00,0.37,0.68,12.96,0.22,DCC-AQ1
2022-01-03 18:00:00,0.46,1.18,14.29,0.25,DCC-AQ1
2022-01-03 19:00:00,0.37,0.99,11.92,0.09,DCC-AQ1
2022-01-03 20:00:00,0.36,0.54,8.22,0.03,DCC-AQ1
2022-01-03 21:00:00,0.33,0.47,7.81,0.0,DCC-AQ1
2022-01-03 22:00:00,0.35,0.09,4.74,0.02,DCC-AQ1
2022-01-03 23:00:00,0.25,0.3,4.06,-0.1,DCC-AQ1
2022-01-04 00:00:00,0.27,-0.04,5.49,0.0,DCC-AQ1
2022-01-04 01:00:00,0.26,-0.1,5.61,0.06,DCC-AQ1
2022-01-04 02:00:00,0.26,-0.19,5.29,0.01,DCC-AQ1
2022-01-04 03:00:00,0.24,0.15,2.43,0.03,DCC-AQ1
2022-01-04 04:00:00,0.25,0.69,4.48,0.05,DCC-AQ1
2022-01-04 05:00:00,0.28,1.32,9.66,-0.1,DCC-AQ1
2022-01-04 06:00:00,0.35,3.17,20.45,0.03,DCC-AQ1
2022-01-04 07:00:00,0.35,7.04,33.13,0.11,DCC-AQ1
2022-01-04 08:00:00,0.36,18.02,49.45,0.65,DCC-AQ1
2022-01-04 09:00:00,0.38,10.53,37.18,0.58,DCC-AQ1
2022-01-04 10:00:00,0.35,14.65,35.29,0.99,DCC-AQ1
2022-01-04 11:00:00,0.36,9.08,25.8,0.63,DCC-AQ1
2022-01-04 12:00:00,0.35,4.87,14.89,0.23,DCC-AQ1
2022-01-04 13:00:00,0.35,4.62,13.77,0.38,DCC-AQ1
2022-01-04 14:00:00,0.35,6.23,19.51,0.22,DCC-AQ1
2022-01-04 15:00:00,0.37,10.86,36.3,0.16,DCC-AQ1
2022-01-04 16:00:00,0.4,18.74,44.69,0.71,DCC-AQ1
2022-01-04 17:00:00,0.43,12.1,42.07,0.51,DCC-AQ1
2022-01-04 18:00:00,0.44,7.58,39.08,0.26,DCC-AQ1
2022-01-04 19:00:00,0.42,2.88,31.3,0.05,DCC-AQ1
2022-01-04 20:00:00,0.43,1.51,24.97,-0.18,DCC-AQ1
2022-01-04 21:00:00,0.44,1.84,27.09,-0.08,DCC-AQ1
2022-01-04 22:00:00,0.4,0.85,20.68,-0.16,DCC-AQ1
2022-01-04 23:00:00,0.44,0.17,16.1,-0.26,DCC-AQ1
2022-01-05 00:00:00,0.38,0.12,15.08,-0.11,DCC-AQ1
2022-01-05 01:00:00,0.36,-0.06,10.52,-0.2,DCC-AQ1
2022-01-05 02:00:00,0.37,-0.02,12.26,-0.19,DCC-AQ1
2022-01-05 03:00:00,0.41,0.19,18.42,-0.23,DCC-AQ1
2022-01-05 04:00:00,0.37,0.4,14.27,-0.12,DCC-AQ1
2022-01-05 05:00:00,0.36,0.84,20.01,-0.08,DCC-AQ1
2022-01-05 06:00:00,0.36,2.49,21.17,-0.22,DCC-AQ1
2022-01-05 07:00:00,0.37,7.84,42.92,0.02,DCC-AQ1
2022-01-05 08:00:00,0.44,7.74,45.09,0.18,DCC-AQ1
2022-01-05 09:00:00,0.44,14.76,44.4,0.47,DCC-AQ1
2022-01-05 10:00:00,0.48,16.7,42.11,0.51,DCC-AQ1
2022-01-05 11:00:00,0.53,17.73,43.5,0.49,DCC-AQ1
2022-01-05 12:00:00,0.43,22.93,45.57,0.57,DCC-AQ1
2022-01-05 13:00:00,0.43,17.01,39.08,0.35,DCC-AQ1
2022-01-05 14:00:00,0.44,18.81,44.55,0.51,DCC-AQ1
2022-01-05 15:00:00,0.52,26.14,53.59,0.85,DCC-AQ1
2022-01-05 16:00:00,0.68,74.11,68.2,2.76,DCC-AQ1
2022-01-05 17:00:00,0.75,95.95,74.29,4.24,DCC-AQ1
2022-01-05 18:00:00,0.82,106.81,76.0,4.47,DCC-AQ1
2022-01-05 19:00:00,1.03,110.92,80.54,5.08,DCC-AQ1
2022-01-05 20:00:00,1.36,90.98,84.37,4.87,DCC-AQ1
2022-01-05 21:00:00,1.04,18.72,69.09,2.21,DCC-AQ1
2022-01-05 22:00:00,0.96,5.72,50.86,1.97,DCC-AQ1
2022-01-05 23:00:00,0.79,4.22,40.04,1.49,DCC-AQ1
2022-01-06 00:00:00,0.48,0.94,16.42,1.55,DCC-AQ1
2022-01-06 01:00:00,0.37,-0.18,5.69,1.43,DCC-AQ1
2022-01-06 02:00:00,0.35,-0.29,3.75,1.1,DCC-AQ1
2022-01-06 03:00:00,0.35,-0.25,6.49,1.03,DCC-AQ1
2022-01-06 04:00:00,0.35,-0.18,2.94,1.02,DCC-AQ1
2022-01-06 05:00:00,0.35,0.28,4.18,1.02,DCC-AQ1
2022-01-06 06:00:00,0.35,0.84,6.33,0.98,DCC-AQ1
2022-01-06 07:00:00,0.35,1.97,18.58,0.79,DCC-AQ1
2022-01-06 08:00:00,0.36,2.3,15.0,0.74,DCC-AQ1
2022-01-06 09:00:00,0.36,2.19,17.57,0.91,DCC-AQ1
2022-01-06 10:00:00,0.37,3.19,18.82,0.71,DCC-AQ1
2022-01-06 11:00:00,0.36,1.33,13.77,0.84,DCC-AQ1
2022-01-06 12:00:00,0.35,2.62,14.87,0.84,DCC-AQ1
2022-01-06 13:00:00,0.35,2.03,11.33,0.92,DCC-AQ1
2022-01-06 14:00:00,0.36,4.39,20.19,0.89,DCC-AQ1
2022-01-06 15:00:00,0.35,3.12,20.48,0.83,DCC-AQ1
2022-01-06 16:00:00,0.35,2.9,17.09,0.73,DCC-AQ1
2022-01-06 17:00:00,0.35,1.83,14.81,0.74,DCC-AQ1
2022-01-06 18:00:00,0.38,1.24,14.52,0.71,DCC-AQ1
2022-01-06 19:00:00,0.35,0.62,9.38,0.78,DCC-AQ1
2022-01-06 20:00:00,0.35,0.63,8.89,0.71,DCC-AQ1
2022-01-06 21:00:00,0.35,0.04,5.07,0.61,DCC-AQ1
2022-01-06 22:00:00,0.35,0.21,3.19,0.55,DCC-AQ1
2022-01-06 23:00:00,0.35,0.0,1.41,0.58,DCC-AQ1
2022-01-07 00:00:00,0.35,0.17,1.43,0.59,DCC-AQ1
2022-01-07 01:00:00,0.35,-0.08,-0.35,0.59,DCC-AQ1
2022-01-07 02:00:00,0.35,-0.03,0.03,0.69,DCC-AQ1
2022-01-07 03:00:00,0.35,-0.28,0.22,0.72,DCC-AQ1
2022-01-07 04:00:00,0.35,0.3,0.09,0.49,DCC-AQ1
2022-01-07 05:00:00,0.35,0.28,2.81,0.36,DCC-AQ1
2022-01-07 06:00:00,0.35,1.39,12.79,0.54,DCC-AQ1
2022-01-07 07:00:00,0.35,2.47,26.82,0.49,DCC-AQ1
2022-01-07 08:00:00,0.35,2.89,24.13,0.66,DCC-AQ1
2022-01-07 09:00:00,0.35,2.24,22.74,0.53,DCC-AQ1
2022-01-07 10:00:00,0.35,3.16,20.61,0.5,DCC-AQ1
2022-01-07 11:00:00,0.39,5.1,32.7,0.5,DCC-AQ1
2022-01-07 12:00:00,0.41,8.61,37.83,0.86,DCC-AQ1
2022-01-07 13:00:00,0.37,6.4,24.01,0.59,DCC-AQ1
2022-01-07 14:00:00,0.39,13.35,34.63,0.78,DCC-AQ1
2022-01-07 15:00:00,0.45,9.58,37.93,0.79,DCC-AQ1
2022-01-07 16:00:00,0.48,9.12,42.64,0.91,DCC-AQ1
2022-01-07 17:00:00,0.54,8.86,48.1,0.95,DCC-AQ1
2022-01-07 18:00:00,0.48,5.6,37.43,0.73,DCC-AQ1
2022-01-07 19:00:00,0.47,1.32,24.34,0.46,DCC-AQ1
2022-01-07 20:00:00,0.47,0.71,20.56,0.5,DCC-AQ1
2022-01-07 21:00:00,0.47,1.4,21.14,0.62,DCC-AQ1
2022-01-07 22:00:00,0.47,0.69,15.4,0.59,DCC-AQ1
2022-01-07 23:00:00,0.35,0.15,5.05,0.65,DCC-AQ1
2022-01-08 00:00:00,0.35,0.03,2.91,0.66,DCC-AQ1
2022-01-08 01:00:00,0.35,-0.05,0.86,0.7,DCC-AQ1
2022-01-08 02:00:00,0.35,-0.23,-0.38,0.96,DCC-AQ1
2022-01-08 03:00:00,0.34,-0.14,-0.17,0.95,DCC-AQ1
2022-01-08 04:00:00,0.33,-0.09,-0.77,0.99,DCC-AQ1
2022-01-08 05:00:00,0.33,-0.2,-0.61,1.19,DCC-AQ1
2022-01-08 06:00:00,0.34,0.12,0.93,1.19,DCC-AQ1
2022-01-08 07:00:00,0.35,0.19,4.51,1.1,DCC-AQ1
2022-01-08 08:00:00,0.35,0.15,7.94,1.02,DCC-AQ1
2022-01-08 09:00:00,0.35,0.66,16.18,1.24,DCC-AQ1
2022-01-08 10:00:00,0.35,1.29,16.56,1.21,DCC-AQ1
2022-01-08 11:00:00,0.35,2.43,15.08,1.19,DCC-AQ1
2022-01-08 12:00:00,0.35,2.46,13.05,1.21,DCC-AQ1
2022-01-08 13:00:00,0.35,2.21,12.13,1.27,DCC-AQ1
2022-01-08 14:00:00,0.35,1.98,14.24,1.33,DCC-AQ1
2022-01-08 15:00:00,0.36,1.75,14.67,1.23,DCC-AQ1
2022-01-08 16:00:00,0.36,1.61,12.06,1.1,DCC-AQ1
2022-01-08 17:00:00,0.35,1.26,13.3,1.13,DCC-AQ1
2022-01-08 18:00:00,0.36,1.14,11.89,1.06,DCC-AQ1
2022-01-08 19:00:00,0.35,1.14,11.42,0.96,DCC-AQ1
2022-01-08 20:00:00,0.35,0.63,9.55,1.06,DCC-AQ1
2022-01-08 21:00:00,0.39,0.3,8.7,1.08,DCC-AQ1
2022-01-08 22:00:00,0.35,0.33,5.49,1.14,DCC-AQ1
2022-01-08 23:00:00,0.35,0.22,3.01,1.13,DCC-AQ1
2022-01-09 00:00:00,0.36,-0.07,2.44,0.97,DCC-AQ1
2022-01-09 01:00:00,0.35,-0.06,1.04,1.14,DCC-AQ1
2022-01-09 02:00:00,0.35,-0.21,-0.11,1.08,DCC-AQ1
2022-01-09 03:00:00,0.36,-0.11,0.44,1.1,DCC-AQ1
2022-01-09 04:00:00,0.36,-0.03,0.03,1.09,DCC-AQ1
2022-01-09 05:00:00,0.35,-0.03,0.62,1.08,DCC-AQ1
2022-01-09 06:00:00,0.35,0.17,0.86,0.84,DCC-AQ1
2022-01-09 07:00:00,0.36,0.23,3.43,0.92,DCC-AQ1
2022-01-09 08:00:00,0.35,0.1,5.08,1.0,DCC-AQ1
2022-01-09 09:00:00,0.35,0.19,4.78,0.95,DCC-AQ1
2022-01-09 10:00:00,0.37,0.77,6.97,1.01,DCC-AQ1
2022-01-09 11:00:00,0.35,0.98,7.98,0.92,DCC-AQ1
2022-01-09 12:00:00,0.37,2.08,11.16,0.99,DCC-AQ1
2022-01-09 13:00:00,0.38,1.58,12.32,1.09,DCC-AQ1
2022-01-09 14:00:00,0.36,1.7,13.22,1.02,DCC-AQ1
2022-01-09 15:00:00,0.37,1.82,16.62,0.87,DCC-AQ1
2022-01-09 16:00:00,0.38,1.01,19.25,0.77,DCC-AQ1
